weight_w,prior_density,posterior_density_sim
0.0,0.0,0.0
0.010101010101010102,0.05999387817569639,1.161720697797971e-19
0.020202020202020204,0.11876339149066424,1.6487730738736526e-15
0.030303030303030304,0.17630853994490367,4.163240464052347e-13
0.04040404040404041,0.2326293235384145,2.0179342889585942e-11
0.05050505050505051,0.28772574227119685,3.956459080715443e-10
0.06060606060606061,0.34159779614325064,4.373362255852596e-09
0.07070707070707072,0.39424548515457636,3.253410098521219e-08
0.08080808080808081,0.44566880930517333,1.8104059893505495e-07
0.09090909090909091,0.4958677685950416,8.067276301549995e-07
0.10101010101010102,0.5448423630241814,3.015759887422938e-06
0.11111111111111112,0.5925925925925924,9.776686058090577e-06
0.12121212121212122,0.6391184573002755,2.8167198131263583e-05
0.13131313131313133,0.6844199571472301,7.347200930449331e-05
0.14141414141414144,0.7284970921334561,0.00017603301476956236
0.15151515151515152,0.771349862258953,0.0003918540132012519
0.16161616161616163,0.8129782675237222,0.0008179179094700249
0.17171717171717174,0.8533823079277627,0.0016129299267497747
0.18181818181818182,0.8925619834710745,0.0030237229977990703
0.19191919191919193,0.9305172941536579,0.005416851110346354
0.20202020202020204,0.9672482399755127,0.009313992517491753
0.21212121212121213,1.0027548209366395,0.015428767382201065
0.22222222222222224,1.037037037037037,0.024701558279239238
0.23232323232323235,1.0700948882767065,0.03832804462685621
0.24242424242424243,1.1019283746556479,0.057776567753025324
0.25252525252525254,1.1325374961738603,0.08478926390741966
0.26262626262626265,1.1619222528313438,0.12136223914205149
0.27272727272727276,1.1900826446280994,0.16970096643567678
0.2828282828282829,1.2170186715641265,0.23214855683695532
0.29292929292929293,1.2427303336394246,0.31108652390726155
0.30303030303030304,1.2672176308539949,0.4088099935024682
0.31313131313131315,1.290480563207836,0.5273818251823288
0.32323232323232326,1.3125191307009492,0.6684725860669819
0.33333333333333337,1.3333333333333333,0.8331955144116601
0.3434343434343435,1.35292317110499,1.0219472961095215
0.3535353535353536,1.371288644015917,1.2342664497647033
0.36363636363636365,1.3884297520661164,1.468721222885146
0.37373737373737376,1.4043464952555864,1.7228380594407764
0.38383838383838387,1.4190388735843285,1.9930799035371562
0.393939393939394,1.4325068870523419,2.2748809351751698
0.4040404040404041,1.4447505356596266,2.562740952267931
0.4141414141414142,1.4557698194061832,2.850378747846909
0.42424242424242425,1.4655647382920114,3.1309397639865506
0.43434343434343436,1.4741352923171107,3.3972493446896372
0.4444444444444445,1.4814814814814812,3.6420993723312654
0.4545454545454546,1.4876033057851246,3.858553246474823
0.4646464646464647,1.4925007652280382,4.040252291842757
0.4747474747474748,1.4961738598102232,4.181705936266587
0.48484848484848486,1.4986225895316811,4.278548466682638
0.494949494949495,1.4998469543924091,4.3277468450291705
0.5050505050505051,1.4998469543924096,4.3277468450291785
0.5151515151515152,1.4986225895316811,4.278548466682641
0.5252525252525253,1.4961738598102234,4.181705936266566
0.5353535353535354,1.4925007652280389,4.040252291842752
0.5454545454545455,1.4876033057851243,3.858553246474829
0.5555555555555556,1.4814814814814812,3.6420993723312667
0.5656565656565657,1.474135292317111,3.3972493446896306
0.5757575757575758,1.4655647382920107,3.1309397639865493
0.5858585858585859,1.4557698194061828,2.8503787478469067
0.595959595959596,1.4447505356596266,2.562740952267929
0.6060606060606061,1.4325068870523419,2.2748809351751675
0.6161616161616162,1.4190388735843285,1.9930799035371527
0.6262626262626263,1.404346495255586,1.7228380594407775
0.6363636363636365,1.3884297520661157,1.4687212228851423
0.6464646464646465,1.371288644015917,1.2342664497647036
0.6565656565656566,1.3529231711049894,1.0219472961095217
0.6666666666666667,1.3333333333333328,0.8331955144116563
0.6767676767676768,1.312519130700949,0.6684725860669802
0.686868686868687,1.2904805632078362,0.5273818251823269
0.696969696969697,1.2672176308539946,0.4088099935024682
0.7070707070707072,1.2427303336394246,0.31108652390726077
0.7171717171717172,1.2170186715641265,0.232148556836954
0.7272727272727273,1.1900826446280992,0.16970096643567617
0.7373737373737375,1.161922252831344,0.1213622391420508
0.7474747474747475,1.1325374961738601,0.08478926390741966
0.7575757575757577,1.1019283746556472,0.05777656775302495
0.7676767676767677,1.070094888276706,0.03832804462685612
0.7777777777777778,1.0370370370370372,0.024701558279239207
0.787878787878788,1.0027548209366388,0.01542876738220101
0.797979797979798,0.9672482399755126,0.009313992517491708
0.8080808080808082,0.9305172941536576,0.0054168511103463305
0.8181818181818182,0.8925619834710745,0.003023722997799064
0.8282828282828284,0.8533823079277624,0.0016129299267497589
0.8383838383838385,0.812978267523722,0.0008179179094700194
0.8484848484848485,0.771349862258953,0.00039185401320125196
0.8585858585858587,0.7284970921334558,0.00017603301476956038
0.8686868686868687,0.6844199571472299,7.347200930449274e-05
0.8787878787878789,0.6391184573002751,2.8167198131263217e-05
0.888888888888889,0.5925925925925927,9.776686058090505e-06
0.8989898989898991,0.5448423630241809,3.015759887422877e-06
0.9090909090909092,0.49586776859504056,8.067276301549873e-07
0.9191919191919192,0.4456688093051731,1.8104059893505347e-07
0.9292929292929294,0.39424548515457586,3.2534100985211573e-08
0.9393939393939394,0.34159779614325037,4.3733622558525305e-09
0.9494949494949496,0.2877257422711962,3.9564590807153196e-10
0.9595959595959597,0.23262932353841403,2.017934288958537e-11
0.9696969696969697,0.17630853994490345,4.163240464052286e-13
0.9797979797979799,0.11876339149066377,1.6487730738735437e-15
0.98989898989899,0.05999387817569611,1.161720697797893e-19
1.0,0.0,0.0
