season,week,n_active,n_elim,coverage_90,accuracy,top2_acc,brier,post_var_v_mean,avg_ci_width
22,8,6,1,1,0,1,0.7731810984960039,0.003510551924271827,0.2795127656238957
22,9,5,2,1,1,1,0.6522309124364724,0.003510551924271827,0.3185206472860522
23,2,12,1,1,1,1,0.4931908613212096,0.003808002165618393,0.16193184174342332
23,3,11,1,1,1,1,0.43422314632469905,0.003808002165618393,0.17614456289627997
23,4,10,2,1,1,1,0.6506720588498811,0.003808002165618393,0.1921253356810731
23,6,8,1,1,1,1,0.17550624317700642,0.003808002165618393,0.23435494303521004
23,7,7,1,1,1,1,0.21853502693579618,0.003808002165618393,0.2604804482687983
23,8,6,1,1,1,1,0.4582273695733558,0.003808002165618393,0.29623337423340973
23,9,5,1,1,1,1,0.17912697281466597,0.003808002165618393,0.352577709021632
23,10,4,1,1,1,1,0.22534416153964193,0.003808002165618393,0.4312158599355639
24,2,11,1,1,1,1,0.23835176315360013,0.0033131630413350543,0.1654767097211223
24,4,10,1,1,1,1,0.21954085425704817,0.0033131630413350543,0.1762339408122435
24,5,9,1,1,1,1,0.2551488714297887,0.0033131630413350543,0.19260284256766014
24,6,8,1,1,1,1,0.515343535571461,0.0033131630413350543,0.21087314395013304
24,7,7,2,1,1,1,0.6912911242151921,0.0033131630413350543,0.2366850969917229
24,8,5,1,1,1,1,0.12255645435579321,0.0033131630413350543,0.3202523279555641
24,9,4,1,1,1,1,0.23376258116821236,0.0033131630413350543,0.39076801846586007
25,2,10,2,1,1,1,0.8124734626543875,0.004183593267673235,0.18800937022482866
25,4,8,1,1,1,1,0.23291822761864042,0.004183593267673235,0.2257193683463811
25,6,7,1,1,1,1,0.056861815383775036,0.004183593267673235,0.2528076025918267
25,7,6,1,1,1,1,0.21428663700524297,0.004183593267673235,0.28933769093735057
25,8,5,1,1,1,1,0.3665260241422339,0.004183593267673235,0.336670734696179
25,9,4,1,1,1,1,0.25842580305811635,0.004183593267673235,0.4045870387922545
26,1,10,2,1,1,1,0.6862158319013801,0.0036832171134392857,0.17067061928173036
26,2,8,2,1,1,1,0.6872550792082226,0.0036832171134392857,0.2081626096752995
26,3,6,3,1,1,1,1.4552630323980493,0.0036832171134392857,0.26984534779002217
27,1,11,1,1,1,1,0.156518920208132,0.002904658791452165,0.15328130855998065
27,2,10,1,1,1,1,0.1335704138196396,0.002904658791452165,0.16525622222155603
27,3,9,1,1,1,1,0.1441808034652611,0.002904658791452165,0.1813532758657191
27,4,8,1,1,1,1,0.2815436934882646,0.002904658791452165,0.197484726592357
27,6,7,1,1,0,1,0.5309711251970574,0.002904658791452165,0.21637697508949896
27,7,6,2,1,1,1,0.6292671817088211,0.002904658791452165,0.24683421220841387
27,8,4,1,1,1,1,0.0950608701515866,0.002904658791452165,0.3456490705845748
28,2,12,2,1,1,1,0.8693097058784278,0.0029307979445619098,0.15788100847474512
28,4,10,1,1,1,1,0.05102371173093269,0.0029307979445619098,0.18685768733445252
28,6,9,1,0,0,0,1.3247082463571342,0.0029307979445619098,0.2072264664238181
28,7,8,1,1,0,1,0.7080848555872393,0.0029307979445619098,0.232019815126669
28,8,7,1,1,0,1,0.9155892772128664,0.0029307979445619098,0.2602382517242105
28,9,6,1,1,1,1,0.5054492519862768,0.0029307979445619098,0.3004543243660763
28,10,5,1,1,1,1,0.13948813528077478,0.0029307979445619098,0.3296657559066666
29,2,14,1,1,1,1,0.07210578616813752,0.0012894813233908066,0.11901253191713214
29,3,13,1,1,0,1,0.7721355861869463,0.0012894813233908066,0.11743760997470423
29,4,12,1,1,1,1,0.2683885816043606,0.0012894813233908066,0.11643560251208485
29,5,11,1,1,0,1,0.6017954804638667,0.0012894813233908066,0.11613364155322498
29,6,10,1,1,1,1,0.30219187852383245,0.0012894813233908066,0.12339961813027174
29,7,9,2,1,1,1,0.8857395428720424,0.0012894813233908066,0.13848329617538943
29,8,7,1,1,1,1,0.37954976589916395,0.0012894813233908066,0.1599346485533574
29,9,6,1,1,1,1,0.01445084339017118,0.0012894813233908066,0.17769575794974676
29,10,5,2,1,1,1,0.9976460310671498,0.0012894813233908066,0.1960383560709911
3,1,10,1,1,1,1,0.025622097049810517,0.003973505687008141,0.17945929338260933
3,2,9,1,1,1,1,0.2974963229343223,0.003973505687008141,0.19617835103805129
3,3,8,1,1,1,1,0.20095091501994072,0.003973505687008141,0.21561177046447833
3,4,7,1,1,1,1,0.1572534628255798,0.003973505687008141,0.24240445401981345
3,5,6,2,1,1,1,0.6577774262779582,0.003973505687008141,0.2771561624296684
3,8,4,1,1,1,1,0.09697014995940796,0.003973505687008141,0.3884891670265449
3,9,3,1,1,1,1,0.11560428222435455,0.003973505687008141,0.4867237081575091
30,2,13,1,1,1,1,0.03165981788793334,0.004005271896939002,0.16418962936707743
30,4,12,2,1,1,1,0.5351450311722072,0.004005271896939002,0.17302054208474202
30,6,10,1,1,1,1,0.03661798796641924,0.004005271896939002,0.20203680444394645
30,7,9,1,1,1,1,0.03246676655943794,0.004005271896939002,0.22338935973412813
30,8,8,2,1,1,1,0.937317178524823,0.004005271896939002,0.24591659657714787
30,9,6,2,1,1,1,0.8880447947037126,0.004005271896939002,0.31455364771234334
31,1,15,1,1,1,1,0.006424883299063294,0.003051419055358291,0.13666487805223448
31,2,14,1,1,0,1,0.9798631874555428,0.003051419055358291,0.14477070029891606
31,3,13,1,1,1,1,0.0784501405001848,0.003051419055358291,0.1535550512686398
31,4,12,1,1,1,1,0.009054773656585025,0.003051419055358291,0.16508807257191926
31,5,11,2,1,1,1,1.5574958483423265,0.003051419055358291,0.17945430752958028
31,7,9,1,1,1,1,0.5828480781254217,0.003051419055358291,0.2152683387238587
31,8,8,2,1,1,1,0.7717450756224646,0.003051419055358291,0.2416338412888427
31,9,6,2,1,1,1,0.5998997247935511,0.003051419055358291,0.33022475458897965
32,1,11,1,1,1,1,0.20596601879331683,0.0038572037384445213,0.17932504992157208
32,2,10,1,1,0,1,0.9804546274450217,0.0038572037384445213,0.19468135108809487
32,3,9,1,1,1,1,0.20770408813489064,0.0038572037384445213,0.21278916266979114
32,4,8,1,1,0,0,0.9821656242649569,0.0038572037384445213,0.23519197509593737
32,5,7,1,1,1,1,0.17843309686038084,0.0038572037384445213,0.26022429256048285
32,8,6,1,1,1,1,0.2038523842248032,0.0038572037384445213,0.29325181646180787
33,2,12,1,0,0,0,1.7485216606472367,0.0022269877589517935,0.13677763166816034
33,3,11,2,1,1,1,0.5846689613272267,0.0022269877589517935,0.14834816170506313
33,4,9,1,1,0,1,0.8230861203287281,0.0022269877589517935,0.18362845374216488
33,5,8,1,1,1,1,0.052782798463768474,0.0022269877589517935,0.19879578292280486
33,6,7,1,0,0,0,1.4578101328706639,0.0022269877589517935,0.2222917767341914
33,7,6,1,1,1,1,0.2810335301895046,0.0022269877589517935,0.24888886322216117
34,2,13,2,1,1,1,0.7173659182789036,0.0026866232230007593,0.14589778559189204
34,3,11,1,1,1,1,0.056506377346237896,0.0026866232230007593,0.17354452119602976
34,4,10,1,0,0,0,1.3184001118253914,0.0026866232230007593,0.18595289517792019
34,6,9,1,1,1,1,0.08349065017451601,0.0026866232230007593,0.20301606079720466
34,7,8,1,1,0,1,0.6342755165469709,0.0026866232230007593,0.2306499857373555
34,8,7,1,1,1,1,0.36354388247101377,0.0026866232230007593,0.25730540989232453
34,9,6,1,1,0,1,0.8477157000191019,0.0026866232230007593,0.296713265579616
34,10,5,1,1,0,0,0.7310461361990275,0.0026866232230007593,0.34224375981569227
4,3,9,1,1,1,1,0.23322055746851672,0.004949582763991501,0.20761380493748238
4,4,8,1,1,1,1,0.13245663279309894,0.004949582763991501,0.22857065753735914
4,5,7,1,1,1,1,0.10908609537113192,0.004949582763991501,0.25718169169604516
4,7,6,1,1,1,1,0.3857595381324927,0.004949582763991501,0.30132428225258007
4,8,5,1,1,1,1,0.18976489944989086,0.004949582763991501,0.35793742555674884
4,9,4,1,1,1,1,0.15235126840405333,0.004949582763991501,0.43154659335638107
5,1,8,1,1,1,1,0.05813017574782519,0.00524189909227194,0.22930262630465664
5,2,7,1,1,0,1,0.6441803604725123,0.00524189909227194,0.2563982696180532
5,3,6,1,1,1,1,0.166975894999438,0.00524189909227194,0.29603864318999235
5,4,5,1,1,1,1,0.1655752646278084,0.00524189909227194,0.34173645592338514
5,5,4,1,1,1,1,0.07127142399560349,0.00524189909227194,0.4107128357991746
5,6,3,1,1,1,1,0.031253269206124645,0.00524189909227194,0.5090382578121769
5,9,2,1,1,1,1,0.02676829595356863,0.00524189909227194,0.6504950933522049
6,2,10,1,1,1,1,0.41936832273431424,0.004386789489235547,0.18787713694023442
6,3,9,1,1,1,1,0.22933358018786484,0.004386789489235547,0.20469093360454857
6,4,8,1,1,1,1,0.1568463389738518,0.004386789489235547,0.2273069069814955
6,5,7,1,1,1,1,0.14271342897798742,0.004386789489235547,0.25182990053192306
6,6,6,1,1,1,1,0.1392101327118855,0.004386789489235547,0.28810444730022383
6,7,5,1,1,1,1,0.20791747414362605,0.004386789489235547,0.33473232696856836
6,8,4,1,1,1,1,0.1708318471556646,0.004386789489235547,0.40848385652842456
6,9,3,1,1,1,1,0.0756081206927639,0.004386789489235547,0.5149240188985078
7,1,13,2,1,1,1,0.8775876081008346,0.0026357470201523415,0.1396245541777264
7,2,11,2,1,1,1,0.8663739203368419,0.0026357470201523415,0.16039383169582547
7,4,9,1,1,1,1,0.233821309190171,0.0026357470201523415,0.18807514574912615
7,5,8,1,1,1,1,0.1437425890103557,0.0026357470201523415,0.21272325178555457
7,6,7,1,1,1,1,0.05172594318239899,0.0026357470201523415,0.23294381731092312
7,7,6,1,1,1,1,0.1818100487812693,0.0026357470201523415,0.2726548131447338
7,8,5,1,1,1,1,0.1687655988094792,0.0026357470201523415,0.32174453298547034
7,9,4,1,1,1,1,0.0517673147775009,0.0026357470201523415,0.38821054007036576
8,2,11,1,1,1,1,0.1849617268267274,0.004404609330667642,0.1758736002508161
8,3,10,1,1,1,1,0.2773270524836287,0.004404609330667642,0.19194645030772467
8,4,9,2,1,1,1,0.5904316920079519,0.004404609330667642,0.2119980703416337
8,5,7,1,1,1,1,0.2462962339231574,0.004404609330667642,0.27009035208431664
8,7,6,1,1,1,1,0.09165011414365988,0.004404609330667642,0.306140014908187
8,8,5,1,1,1,1,0.1441149842526813,0.004404609330667642,0.361258792780954
8,9,4,1,1,1,1,0.17126506935141234,0.004404609330667642,0.43905140252496144
8,10,3,1,1,1,1,0.08460880436681198,0.004404609330667642,0.562525439836692
9,1,14,2,1,1,1,0.6519344906119897,0.002663758610167803,0.12814852481295497
9,2,12,1,1,1,1,0.16578805654073853,0.002663758610167803,0.14745719145353706
9,3,11,2,1,1,1,0.6230373246114886,0.002663758610167803,0.15767197066007935
9,4,9,1,1,1,1,0.1440144703420383,0.002663758610167803,0.18746455464778544
9,5,8,1,1,1,1,0.08326531872516323,0.002663758610167803,0.21018414063246804
9,6,7,2,1,1,1,0.7124312166619959,0.002663758610167803,0.23418801489812008
9,7,5,2,1,1,1,0.6028254431608763,0.002663758610167803,0.32035985702975567
9,8,3,1,1,1,1,0.03432758230157711,0.002663758610167803,0.49554637289270254
